Medicine_ID,Medicine_Name,Batch_ID,Category,Purchase_Date,Expiry_Date,Stock_Quantity,Unit_Price,Total_Value,Daily_Sales,Weekly_Sales,Monthly_Sales,Sales_Velocity,Reorder_Level,Last_Restock_Date,Days_To_Expiry,Shelf_Life_Months,Supplier_ID,Storage_Condition,Risk_Level
MED_7722,Medicine_629,BATCH_661,Injections,2023-02-26,2024-03-25,3786.0,13.54,1202379.34,65.0,455,1950,39.87,429,2023-09-28,192,28,,Ref,high risk
MED_3515,Medicine_436,BATCH_374,Lotions,2023-12-08,2024-04-12,2491.0,110.03,727031.6,48.0,336,1440,42.6,314,2023-05-16,121,27,SUP_159,room temp,low risk
MED_8772,Medicine_521,BATCH_173,Inhalers,2023-12-07,2024-02-22,3666.0,266.31,1493244.44,55.0,385,1650,28.53,81,2023-12-13,10,9,SUP_611,,
MED_3405,Medicine_860,BATCH_719,Tablets,2023-09-06,2024-07-26,4658.0,59.3,1879984.52,19.0,133,570,17.6,211,2023-10-24,295,16,SUP_269,room temp,low risk
MED_2318,Medicine_320,BATCH_523,Tablets ,2023-09-15,2024-01-01,3500.0,43.54,351713.72,13.0,91,390,3.17,153,2023-06-15,201,25,SUP_207,Cool Dry,low
MED_3353,Medicine_735,BATCH_634,Ointments,2023-03-24,2024-06-19,2960.0,397.47,200211.88,,448,1920,7.04,83,2023-07-24,59,27,SUP_644,Cool Dry,0
MED_4027,Medicine_643,BATCH_995,,2023-05-06,2024-04-12,2479.0,15.67,44768.7,22.0,154,660,,92,2023-04-13,93,21,SUP_973,Cool Dry,high
MED_5319,Medicine_667,BATCH_696,Capsules,2023-05-05,2024-03-21,3969.0,54.41,941374.56,9999.0,329,1410,27.04,331,2023-04-27,205,12,SUP_762,Ref,1
MED_,Medicine_774,BATCH_931,Syrups ,2023-11-08,2024-10-05,3081.0,281.17,1032914.18,42.0,294,1260,13.04,90,2023-04-09,295,12,SUP_910,Room Temp,NO
MED_9885,Medicine_189,BATCH_305,injections,2023-07-19,2024-12-17,744.0,442.3,342069.83,77.0,539,2310,31.54,436,2023-03-18,117,30,SUP_850,Ref,YES
MED_5076,Medicine_391,BATCH_598,Ointments,2023-08-20,2024-11-25,4278.0,154.45,1512821.3,63.0,441,1890,4.7,267,2023-08-13,73,9,,cool,1
MED_9058,Medicine_283,BATCH_187,Tablets,2023-07-05,2024-06-15,4451.0,353.07,1114200.98,29.0,203,870,23.34,112,2023-01-27,190,24,SUP_181,Refrigerated,YES
MED_8926,Medicine_595,BATCH_221,Injections,2023-11-21,2024-03-22,N/A,167.14,145264.72,4.0,28,120,34.17,108,2023-11-15,309,10,SUP_499,,high
MED_1883,Medicine_868,BATCH_147,Inhalers,2023-08-12,2024-02-20,3702.0,96.19,1785664.23,63.0,441,1890,21.55,293,2023-04-10,237,22,SUP_864,Refrigerated,high risk
MED_2462,Medicine_605,BATCH_560,Syrups ,2023-02-14,2024-08-19,2197.0,69.95,792011.51,46.0,322,1380,21.84,301,2023-10-26,43,9,SUP_583,Cool Dry,
MED_4233,Medicine_899,BATCH_894,Capsules ,2023-04-02,2024-01-27,423.0,56.44,9695.16,21.0,147,630,25.78,333,2023-07-24,275,31,SUP_211,Ref,low risk
MED_6935,Medicine_916,BATCH_518,Drops,2023-03-26,2024-05-19,624.0,292.38,40821.54,32.0,224,960,45.79,345,2023-07-10,153,9,SUP_537,Room Temp,high risk
MED_9054,Medicine_131,BATCH_509,Capsules ,2023-04-07,2024-07-05,1236.0,386.46,420323.91,84.0,588,2520,3.61,465,2023-08-18,303,16,SUP_496,Ref,Medium Risk
MED_9712,Medicine_335,BATCH_414,,2023-09-03,2024-10-07,3767.0,338.05,856528.15,11.0,77,330,2.29,95,2023-01-21,130,21,SUP_338,Room Temp,0
MED_2085,Medicine_269,BATCH_123,Lotions,2023-03-21,2024-06-13,2124.0,456.79,116632.75,94.0,658,2820,21.13,351,2023-08-26,14,12,SUP_326,,NO
MED_2764,Medicine_639,BATCH_647,Syrups ,2023-12-27,2024-04-07,145.0,416.21,31130.99,86.0,602,2580,6.75,407,2023-03-19,80,15,SUP_918,room temp,1
MED_8974,Medicine_527,BATCH_294,Injections,2023-04-25,2024-01-07,658.0,248.6,328606.98,,280,1200,40.44,103,2023-12-14,234,14,SUP_331,Room Temp,NO
MED_5567,Medicine_247,BATCH_898,Ointments,2023-02-26,2024-09-18,4030.0,140.47,1102348.88,24.0,168,720,9.88,246,2023-10-22,74,36,SUP_730,Room Temp,YES
MED_3648,Medicine_138,BATCH_594,,2023-04-09,2024-01-03,1514.0,352.93,400584.36,9.0,63,270,36.03,416,2023-10-18,253,10,SUP_427,Ref,high risk
MED_4018,Medicine_175,BATCH_480,Injections,2023-12-05,,3138.0,432.04,507487.39,80.0,560,2400,42.78,486,2023-05-23,258,10,SUP_533,cool,low risk
MED_2845,Medicine_438,BATCH_266,INJ,2023-08-09,2024-04-26,1099.0,327.66,397962.3,64.0,448,1920,0.7,222,2023-05-19,345,30,SUP_297,Cool Dry,1
MED_7309,Medicine_458,BATCH_349,Powders,2023-11-16,2024-07-03,-1000.0,78.22,612562.59,98.0,686,2940,9.07,387,2023-07-14,129,11,SUP_535,Ref,NO
MED_4857,Medicine_420,BATCH_155,Capsules ,2023-09-12,2024-07-18,504.0,57.91,134902.95,77.0,539,2310,13.82,65,2023-03-15,185,17,SUP_368,Ref,
MED_2821,Medicine_176,BATCH_948,Capsules,2023-05-01,2024-01-17,1563.0,184.67,123767.55,64.0,448,1920,8.4,60,2023-11-16,216,29,SUP_522,room temp,0
MED_4891,Medicine_906,BATCH_510,Powders,2023-07-23,2024-06-07,3161.0,363.07,1366206.51,57.0,399,1710,4.6,384,2023-10-14,184,20,SUP_284,Refrigerated,
MED_2078,Medicine_178,BATCH_515,Capsules,2023-10-23,,3715.0,366.26,520206.6,33.0,231,990,40.32,328,2023-11-04,285,11,SUP_248,Cool Dry,high risk
MED_8809,Medicine_988,BATCH_823,Ointments,2023-09-21,2024-01-12,4587.0,41.25,842457.66,57.0,399,1710,47.74,191,2023-10-09,14,28,SUP_712,room temp,low
MED_2509,Medicine_510,BATCH_563,Syrups ,2023-01-18,2024-08-10,577.0,107.06,274667.5,16.0,112,480,5.79,82,2023-10-17,72,7,SUP_165,Ref,low
MED_4757,Medicine_689,BATCH_384,Tablets,2023-06-04,2024-02-17,1772.0,219.28,320713.96,52.0,364,1560,17.84,281,2023-09-23,84,6,SUP_856,Room Temp,0
MED_8894,Medicine_422,BATCH_405,Powders,2023-04-27,2024-02-09,2184.0,470.14,554512.55,53.0,371,1590,32.84,100,2023-08-28,223,7,SUP_289,Room Temp,NO
MED_1908,Medicine_935,BATCH_933,injections,2023-02-28,2024-03-05,3860.0,198.1,862166.36,28.0,196,840,48.51,196,2023-11-01,166,13,SUP_853,CD,Medium Risk
MED_6460,Medicine_818,BATCH_882,Injections,2023-01-19,2024-06-09,2364.0,171.15,405132.36,67.0,469,2010,25.92,206,2023-04-17,284,28,SUP_390,Room Temp,High Risk
MED_9537,Medicine_406,BATCH_678,Tablets ,2023-07-24,2024-01-27,3788.0,282.04,72623.65,100.0,700,3000,28.87,219,2023-06-03,76,14,SUP_960,Room Temp,high
MED_8085,Medicine_531,BATCH_158,Injections,2023-04-28,2024-11-16,4907.0,433.93,722799.86,46.0,322,1380,36.2,191,2023-05-21,260,16,SUP_529,Ref,
MED_9971,Medicine_620,BATCH_337,Powders,2023-10-06,2024-07-17,3304.0,154.92,638377.85,62.0,434,1860,46.24,343,2023-07-23,315,19,SUP_346,Room Temp,1
MED_8271,Medicine_254,BATCH_446,injections,2023-10-17,2024-10-17,3660.0,295.6,1663117.11,18.0,126,540,,392,2023-12-16,155,19,SUP_652,Ref,low
MED_7359,Medicine_639,BATCH_556,Syrups,2023-10-19,2024-03-10,2476.0,159.92,1177183.42,34.0,238,1020,19.2,362,2023-04-26,291,25,SUP_820,Refrigerated,high risk
MED_6054,Medicine_285,BATCH_203,Tablets,2023-04-25,2024-03-07,4725.0,271.38,2233991.42,19.0,133,570,1.97,115,2023-09-12,35,16,SUP_991,Refrigerated,high risk
MED_8775,Medicine_458,BATCH_771,Capsules ,2023-07-01,2024-02-16,4932.0,223.11,441443.08,70.0,490,2100,6.2,278,2023-02-10,217,21,SUP_368,Ref,
MED_2114,Medicine_533,BATCH_657,Syrups ,2023-03-17,2024-11-21,4320.0,15.52,844200.39,87.0,609,2610,44.21,254,2023-09-22,268,8,SUP_996,Cool Dry,1
MED_2337,Medicine_483,BATCH_329,Tablets,2023-09-12,2024-04-13,436.0,166.16,25528.12,50.0,350,1500,35.74,221,2023-03-05,19,15,SUP_949,room temp,
MED_4905,Medicine_268,BATCH_584,Syrups,2023-03-07,2024-07-11,2281.0,136.69,987366.86,17.0,119,510,38.78,141,2023-11-22,177,6,SUP_593,room temp,NO
MED_1164,Medicine_515,BATCH_203,Cap ,2023-02-10,2024-12-07,1569.0,125.8,152029.93,91.0,637,2730,25.02,237,2023-09-19,318,15,SUP_563,Room Temp,1
MED_3450,Medicine_701,BATCH_519,Syrups,2023-04-01,2024-12-21,3999.0,143.22,1186668.9,46.0,322,1380,33.46,79,2023-11-28,312,15,SUP_166,room temp,1
MED_1388,Medicine_977,BATCH_234,Sprays,2023-11-11,2024-11-09,889.0,285.33,123690.83,72.0,504,2160,38.93,147,2023-11-28,131,29,SUP_978,Refrigerated,1
MED_3352,Medicine_288,BATCH_748,Syrups,2023-07-16,2024-09-01,2870.0,62.31,1098744.22,82.0,574,2460,38.98,400,2023-02-13,209,30,SUP_927,cool,low risk
MED_8551,Medicine_396,BATCH_683,Powders,2023-04-03,2024-04-03,3993.0,66.7,678077.12,62.0,434,1860,35.66,456,2023-12-16,346,36,SUP_536,,Medium Risk
MED_6837,Medicine_625,BATCH_590,Syrups ,2023-09-07,2024-01-11,4011.0,283.73,224066.87,91.0,637,2730,9.54,158,2023-03-13,102,9,SUP_708,room temp,high
MED_5598,Medicine_752,BATCH_881,Capsules,2023-09-27,,4509.0,,1733565.73,100.0,700,3000,27.33,389,2023-11-13,354,25,,cool,NO
MED_3887,Medicine_475,BATCH_935,Injections,2023-02-28,2024-03-04,-1000.0,315.21,604344.74,48.0,336,1440,22.36,230,2023-02-03,55,18,SUP_239,cool,0
MED_4264,Medicine_788,BATCH_607,Inhalers,2023-12-25,2024-04-27,3734.0,16.6,305347.24,2.0,14,60,6.76,126,2023-04-10,284,8,SUP_343,Refrigerated,High Risk
MED_7044,Medicine_482,BATCH_275,INJ,2023-02-06,2024-12-22,2944.0,303.92,1222203.57,27.0,189,810,30.09,151,2023-07-13,92,17,SUP_409,cool,0
MED_6257,Medicine_965,BATCH_980,Drops,2023-04-15,2024-10-09,3117.0,468.78,509256.85,77.0,539,2310,45.35,262,2023-05-09,154,27,SUP_632,Refrigerated,NO
MED_4606,Medicine_720,BATCH_600,Lotions,2023-08-07,2024-10-28,2985.0,92.45,1470052.13,41.0,287,1230,0.37,233,2023-06-02,69,27,SUP_502,RT,NO
MED_8180,Medicine_785,BATCH_624,injections,2023-06-27,2024-02-08,357.0,489.93,157855.87,8.0,56,240,20.54,179,2023-10-15,22,15,SUP_246,Refrigerated,Low Risk
MED_8271,Medicine_986,BATCH_837,INJ,2023-12-18,2024-05-20,2647.0,410.02,62285.05,55.0,385,1650,24.92,72,2023-07-02,12,21,SUP_378,room temp,Low Risk
MED_9954,Medicine_268,BATCH_726,Syrups,2023-10-06,2024-11-21,1951.0,46.31,390245.8,82.0,574,2460,13.39,156,2023-09-01,357,34,SUP_886,Room Temp,Low Risk
MED_1964,Medicine_673,BATCH_368,Syrups,2023-05-02,2024-08-01,4235.0,177.82,1525041.93,43.0,301,1290,47.07,194,2023-03-14,288,29,SUP_427,room temp,high
MED_5628,Medicine_888,BATCH_440,Tablets ,2023-03-05,2024-12-03,882.0,293.84,319402.04,57.0,399,1710,21.77,112,2023-11-22,343,23,SUP_846,cool,low risk
MED_8182,Medicine_892,BATCH_507,Inhalers,2023-10-24,2024-02-15,4024.0,129.02,618892.07,87.0,609,2610,32.08,430,2023-03-16,86,6,SUP_296,,
MED_2656,Medicine_922,BATCH_575,INJ,2023-01-09,2024-04-17,1751.0,315.92,771125.9,81.0,567,2430,25.01,352,2023-10-05,-30,18,SUP_961,cool,Medium Risk
MED_8011,Medicine_293,BATCH_977,Syrups,2023-09-14,TBD,3636.0,448.43,1466012.79,,196,840,46.95,238,2023-03-01,345,21,SUP_788,Room Temp,low
MED_7658,Medicine_326,BATCH_347,INJ,2023-02-04,2024-04-28,2209.0,308.71,987475.44,62.0,434,1860,45.88,193,2023-02-01,122,27,,room temp,1
MED_1545,Medicine_823,BATCH_556,Inhalers,2023-09-16,2024-07-26,3396.0,424.71,74829.91,25.0,175,750,20.69,218,2023-03-17,218,16,SUP_557,room temp,0
MED_5881,Medicine_655,BATCH_595,Syrups,2023-05-17,2024-07-08,2779.0,261.18,274222.3,TBD,259,1110,16.62,461,2023-01-13,337,6,SUP_645,Ref,Low Risk
MED_3385,Medicine_615,BATCH_798,Lotions,2023-07-21,2024-12-11,,203.6,187465.49,19.0,133,570,29.14,214,2023-05-08,294,9,SUP_857,Room Temp,high
MED_2117,Medicine_843,BATCH_683,Capsules ,2023-11-24,2024-05-10,324.0,366.95,116351.42,30.0,210,900,12.88,109,2023-08-15,150,36,SUP_728,Refrigerated,High Risk
MED_6955,Medicine_243,BATCH_771,injections,2023-04-19,2024-10-12,999.0,186.75,93729.25,94.0,658,2820,48.96,81,2023-09-15,347,10,SUP_604,Cool Dry,1
MED_5578,Medicine_103,BATCH_228,,2023-09-09,2024-04-15,3639.0,330.7,1007019.22,42.0,294,1260,43.34,244,2023-11-05,10,25,SUP_913,Cool Dry,Medium Risk
MED_7743,Medicine_273,BATCH_963,Lotions,2023-11-04,2024-11-25,538.0,31.9,89050.02,,357,1530,9.48,477,2023-11-19,268,18,SUP_871,,1
MED_5535,Medicine_909,BATCH_587,Capsules,2023-06-13,2024-02-11,-100.0,187.15,516679.92,84.0,588,2520,3.64,139,2023-11-22,34,17,SUP_188,room temp,YES
MED_6500,Medicine_616,BATCH_520,Lotions,2023-08-20,2024-12-18,2704.0,423.42,829314.14,52.0,364,1560,24.91,249,2023-02-18,158,30,SUP_844,Room Temp,low risk
MED_6864,Medicine_635,BATCH_484,Tablets ,2023-11-26,2024-12-01,4084.0,133.2,1534021.61,91.0,637,2730,5.13,389,2023-08-24,200,25,SUP_605,Cool Dry,1
MED_2076,Medicine_380,BATCH_771,Capsules,2023-01-19,2024-08-28,72.0,284.12,7701.94,100.0,700,3000,9.13,202,2023-04-28,15,31,SUP_870,room temp,high
MED_4870,Medicine_308,BATCH_882,Tablets ,2023-02-18,2024-02-09,4148.0,462.2,1351029.69,81.0,567,2430,49.77,315,2023-07-06,277,13,SUP_478,cool,YES
MED_3302,Medicine_280,BATCH_315,Capsules,2023-10-05,2024-11-26,928.0,453.6,449480.03,26.0,182,780,9.15,79,2023-04-16,304,29,SUP_684,cool,
MED_1971,Medicine_972,BATCH_586,OM,2023-03-20,2024-07-12,3353.0,339.87,475524.17,87.0,609,2610,17.02,212,2023-08-05,218,21,SUP_504,Refrigerated,0
MED_5971,Medicine_147,BATCH_181,Syrups,2023-03-13,2024-04-24,1417.0,148.58,318570.83,60.0,420,1800,35.83,420,2023-05-04,281,35,SUP_176,,0
MED_4849,Medicine_663,BATCH_826,Tablets,2023-03-09,2024-04-17,380.0,,106796.67,41.0,287,1230,8.09,263,2023-10-06,337,30,SUP_678,,1
MED_2394,Medicine_600,BATCH_577,Syrups,2023-12-15,2024-03-22,2927.0,358.28,1177711.73,54.0,378,1620,30.0,438,2023-09-19,-30,21,SUP_832,cool,
MED_6421,Medicine_320,BATCH_607,Syrups ,2023-02-20,2024-12-01,3455.0,493.28,387011.85,24.0,168,720,36.51,289,2023-11-19,350,11,SUP_825,,1
MED_4357,Medicine_414,BATCH_412,Ointments,2023-08-09,2024-04-24,2550.0,61.19,539492.4,85.0,595,2550,3.32,73,2023-01-10,202,6,SUP_167,FRIDGE,0
MED_1399,Medicine_979,BATCH_800,Sprays,2023-12-03,2024-05-01,4075.0,399.05,1883786.08,58.0,406,1740,2.63,304,2023-10-18,51,36,SUP_585,Cool Dry,low
MED_9551,Medicine_753,BATCH_807,,2023-06-20,2024-05-01,859.0,133.82,157860.13,76.0,532,2280,10.89,180,2023-07-15,14,17,SUP_569,room temp,high risk
MED_5584,Medicine_987,BATCH_141,Syrups ,2023-11-17,2024-08-04,4688.0,Negotiable,1255620.59,96.0,672,2880,12.21,427,2023-12-06,89,33,SUP_129,Cool Dry,Medium Risk
MED_5950,Medicine_243,BATCH_980,Lotions,2023-12-07,2024-10-15,1369.0,181.98,620873.16,11.0,77,330,33.92,123,2023-03-28,225,29,SUP_795,Room Temp,YES
MED_1158,Medicine_658,BATCH_748,Tablets ,2023-01-19,2024-08-13,2439.0,475.89,705104.4,75.0,525,2250,47.81,249,2023-12-08,223,18,SUP_991,Ref,YES
MED_9307,Medicine_578,BATCH_635,Inhalers,2023-03-17,2024-10-22,1236.0,394.42,521944.55,23.0,161,690,49.23,295,2023-01-08,207,20,SUP_465,Ref,
MED_7826,Medicine_307,BATCH_882,Powders,2023-06-24,2024-04-08,3205.0,13.19,788997.37,99.0,693,2970,38.61,408,2023-05-07,238,28,SUP_991,Room Temp,High Risk
MED_6449,Medicine_367,BATCH_986,Lotions,2023-07-10,2024-04-01,1792.0,293.03,854798.21,20.0,140,600,24.91,416,2023-12-04,92,34,,cool,
MED_2939,Medicine_469,BATCH_186,Capsules,2023-06-03,2024-10-11,833.0,306.21,81011.92,36.0,252,1080,26.52,357,2023-03-22,217,10,SUP_783,Ref,low risk
MED_1148,Medicine_917,BATCH_175,Syrups ,2023-10-28,TBD,2346.0,50.04,845191.08,95.0,665,2850,23.72,431,2023-12-13,114,29,SUP_131,,high risk
MED_1871,Medicine_438,BATCH_977,Inhalers,2023-04-18,2024-03-27,3127.0,99.18,699119.68,67.0,469,2010,44.66,400,2023-08-16,206,36,SUP_998,Room Temp,1
MED_1474,Medicine_284,BATCH_379,Sprays,2023-10-22,2024-12-09,4560.0,461.55,829926.73,3.0,21,90,9.07,123,2023-10-22,205,8,SUP_245,Ref,0
MED_2491,Medicine_191,BATCH_639,Injections,2023-11-15,2024-01-07,4588.0,122.54,67731.82,35.0,245,1050,33.18,103,2023-09-09,180,8,SUP_380,Ref,NO
MED_8851,Medicine_596,BATCH_395,INJ,2023-08-06,2024-05-18,3875.0,,1847586.07,TBD,616,2640,47.85,401,2023-09-07,170,20,SUP_235,Ref,0
MED_6958,Medicine_184,BATCH_625,injections,2023-02-16,2024-05-06,891.0,315.76,334310.42,77.0,539,2310,33.33,243,2023-11-16,51,32,SUP_895,room temp,0
MED_4670,Medicine_486,BATCH_102,Powders,2023-07-24,2024-11-01,1047.0,461.19,115153.04,84.0,588,2520,15.95,212,2023-10-15,53,11,SUP_815,Refrigerated,1
MED_1085,Medicine_128,BATCH_776,Tablets ,2023-01-21,2024-03-04,4072.0,279.0,1205817.62,6.0,42,180,40.63,422,2023-03-13,83,19,SUP_516,,high
MED_9210,Medicine_781,BATCH_293,Inhalers,2023-12-24,2024-06-04,292.0,273.54,29305.75,20.0,140,600,10.5,444,2023-12-21,254,32,SUP_210,cool,
MED_2458,Medicine_532,BATCH_409,Drops,2023-05-03,2024-04-27,3534.0,90.53,1463389.01,15.0,105,450,41.09,481,2023-10-03,251,9,SUP_218,Cool Dry ,low
MED_8215,Medicine_780,BATCH_460,Powders,2023-08-15,2024-07-15,4130.0,488.67,455485.04,6.0,42,180,34.15,97,2023-03-19,250,22,SUP_470,Refrigerated,Medium Risk
MED_9538,Medicine_438,BATCH_726,Powders,2023-01-07,2024-01-25,1082.0,278.91,508499.38,26.0,182,780,24.91,233,2023-07-16,220,22,SUP_159,Cool Dry,NO
MED_1776,Medicine_613,BATCH_776,Tablets,2023-03-16,2024-04-08,3363.0,128.53,558487.11,84.0,588,2520,14.84,253,2023-11-17,145,31,SUP_354,,Medium Risk
MED_1612,Medicine_594,BATCH_844,INJ,2023-03-18,2024-01-16,4973.0,43.78,1325944.99,44.0,308,1320,17.03,211,2023-09-23,352,28,SUP_268,Cool Dry,1
MED_6930,Medicine_129,BATCH_667,Syrups,2023-06-25,,2048.0,303.03,732729.71,5.0,35,150,0.28,474,2023-06-14,225,31,SUP_928,Cool Dry,0
MED_7951,Medicine_377,BATCH_193,Inhalers,2023-04-24,2024-06-04,4657.0,54.93,1930865.84,88.0,616,2640,33.77,490,2023-02-03,260,16,SUP_823,Ref,YES
MED_4690,Medicine_996,BATCH_193,Powders,2023-06-13,2024-08-27,4187.0,243.8,1466533.73,38.0,266,1140,36.19,416,2023-02-22,354,20,SUP_381,cool,high risk
MED_7576,Medicine_239,BATCH_912,Syrups,2023-10-04,2024-01-02,1298.0,217.67,575525.87,73.0,511,2190,24.03,71,2023-09-07,72,13,SUP_655,room temp,0
MED_3690,Medicine_667,BATCH_680,Injections,2023-04-19,2024-06-20,2576.0,135.59,323690.29,39.0,273,1170,3.65,497,2023-11-25,151,16,SUP_800,Cool Dry,low risk
MED_4832,Medicine_758,BATCH_895,injections,2023-04-14,2024-08-10,1550.0,199.45,261077.7,59.0,413,1770,42.7,446,2023-03-12,19,18,SUP_528,cool,YES
MED_2188,Medicine_858,BATCH_710,Drops,2023-11-27,2024-04-19,1946.0,293.22,379826.09,96.0,672,2880,32.44,125,2023-02-01,172,13,SUP_125,room temp,Low Risk
MED_3732,Medicine_215,BATCH_235,Capsules,2023-08-26,2024-07-21,3159.0,490.97,1338567.57,88.0,616,2640,5.19,352,2023-08-26,291,27,SUP_548,Cool Dry,1
MED_7007,Medicine_255,BATCH_265,Sprays,2023-05-01,2024-01-20,1595.0,473.04,786881.5,36.0,252,1080,18.99,414,2023-06-07,234,25,SUP_305,Ref,Medium Risk
MED_1230,Medicine_776,BATCH_627,Tablets,2023-04-25,2024-02-06,,326.63,485412.58,44.0,308,1320,25.73,167,2023-04-27,96,22,SUP_800,Ref,1
MED_3919,Medicine_960,BATCH_274,Sprays,2023-03-14,2024-01-08,2053.0,34.09,24996.97,27.0,189,810,32.44,292,2023-11-02,6,13,SUP_592,,0
Unknown,Medicine_948,BATCH_684,Capsules ,2023-06-24,,4433.0,235.09,934631.22,55.0,385,1650,20.13,472,2023-11-17,68,9,SUP_886,Ref,High Risk
MED_8417,Medicine_241,BATCH_470,Sprays,2023-05-06,2024-08-02,2133.0,143.62,780481.24,59.0,413,1770,24.02,260,2023-02-02,308,16,SUP_358,room temp,
MED_2144,Medicine_684,BATCH_102,Ointments,2023-08-05,2024-08-19,2894.0,488.5,886225.41,,420,1800,30.2,465,2023-05-25,17,28,SUP_978,Refrigerated,1
MED_2976,Medicine_648,BATCH_302,,2023-07-09,2024-08-16,4817.0,176.04,583221.48,81.0,567,2430,22.37,264,2023-09-28,54,34,SUP_107,Cool Dry,NO
MED_7300,Medicine_126,BATCH_667,,2023-02-28,2024-11-04,3400.0,318.46,1064663.43,30.0,210,900,22.83,471,2023-10-06,310,34,SUP_420,room temp,low risk
MED_9433,Medicine_950,BATCH_807,Tablets,2023-07-14,2024-07-15,1301.0,289.24,451467.06,23.0,161,690,22.38,253,2023-02-13,166,11,SUP_291,cool,0
MED_3523,Medicine_601,BATCH_331,Tablets ,2023-01-14,2024-07-11,3488.0,360.17,1144694.62,19.0,133,570,16.17,129,2023-09-19,260,7,SUP_883,Room Temp,Low Risk
MED_3533,Medicine_223,BATCH_986,Drops,2023-12-05,2024-03-28,3680.0,395.85,1199897.96,48.0,336,1440,6.35,347,2023-04-28,257,19,SUP_985,cool,Medium Risk
MED_2151,Medicine_661,BATCH_435,Injections,2023-10-12,2024-03-18,341.0,131.7,102087.9,58.0,406,1740,45.79,320,2023-07-22,266,21,SUP_590,Room Temp,high
MED_9331,Medicine_643,BATCH_364,Lotions,2023-04-22,2024-11-20,4788.0,469.54,1126929.05,38.0,266,1140,28.66,129,2023-11-08,218,8,SUP_905,,1
MED_9129,Medicine_141,BATCH_138,Tablets ,2023-01-17,2024-06-01,841.0,398.06,196284.64,37.0,259,1110,47.53,224,2023-12-03,336,27,SUP_509,Room Temp,High Risk
MED_8982,Medicine_438,BATCH_465,Ointments,2023-02-07,2024-12-19,551.0,338.93,68831.52,32.0,224,960,14.26,85,2023-04-11,248,20,SUP_436,cool,0
MED_9091,Medicine_731,BATCH_695,Injections,2023-08-17,2024-03-27,1667.0,374.78,207757.42,3.0,21,90,10.7,185,2023-07-07,118,7,SUP_512,Ref,Low Risk
MED_1312,Medicine_379,BATCH_342,Ointments,2023-05-25,2024-01-23,3494.0,364.46,832733.77,33.0,231,990,5.07,127,2023-05-18,186,34,SUP_729,Cool Dry,high risk
MED_7319,Medicine_335,BATCH_984,Capsules ,2023-07-08,2024-10-13,4013.0,72.76,509468.66,57.0,399,1710,0.57,454,2023-08-12,188,6,SUP_362,Room Temp,0
MED_4020,Medicine_976,BATCH_401,Capsules ,2023-01-04,2024-01-03,1581.0,429.51,89155.25,66.0,462,1980,27.1,241,2023-09-02,197,29,SUP_769,,Low Risk
MED_1162,Medicine_999,BATCH_438,,2023-03-03,2024-12-25,4745.0,465.7,291545.93,49.0,343,1470,48.93,482,2023-08-06,209,29,SUP_335,Cool Dry,Medium Risk
MED_8473,Medicine_487,BATCH_535,Sprays,2023-09-11,2024-12-19,3077.0,394.55,880524.38,82.0,574,2460,45.98,238,2023-10-22,326,7,SUP_287,cool,Medium Risk
MED_5287,Medicine_669,BATCH_120,INJ,2023-02-19,2024-10-03,,11.35,1157175.09,2.0,14,60,23.56,404,2023-09-25,350,18,SUP_597,,Low Risk
MED_2464,Medicine_615,BATCH_149,INJ,2023-07-07,2024-05-08,4977.0,112.66,2322660.63,46.0,322,1380,0.81,66,2023-03-12,270,32,SUP_454,room temp,high
MED_4727,Medicine_448,BATCH_336,injections,2023-10-22,2024-06-20,4335.0,69.63,1753978.08,80.0,560,2400,41.03,176,2023-09-15,154,23,SUP_561,Room Temp,low
MED_7709,Medicine_533,BATCH_512,Tablets ,2023-05-16,2024-07-28,2835.0,168.26,1181329.57,69.0,483,2070,35.93,393,2023-04-02,20,23,SUP_440,,low
MED_1865,Medicine_596,BATCH_557,injections,2023-06-02,2024-01-06,4365.0,183.48,1199932.4,64.0,448,1920,45.6,76,2023-11-15,74,21,SUP_347,Refrigerated,0
MED_,Medicine_725,BATCH_336,injections,2023-09-02,2024-01-27,2144.0,226.93,582022.33,79.0,553,2370,41.52,191,2023-06-11,138,30,SUP_852,cool,low risk
MED_1879,Medicine_987,BATCH_749,Syrups,2023-05-15,2024-02-16,2134.0,241.39,224766.68,74.0,518,2220,5.99,398,2023-07-17,152,19,SUP_155,,
MED_4921,Medicine_755,BATCH_420,Tablets,2023-05-06,2024-05-01,3665.0,32.64,533134.75,82.0,574,2460,7.44,265,2023-07-20,135,17,SUP_664,room temp,0
MED_5124,Medicine_580,BATCH_755,Sprays,2023-09-03,2024-02-01,4716.0,407.44,1930882.04,92.0,644,2760,43.23,171,2023-02-17,65,15,SUP_812,room temp,NO
MED_5664,Medicine_482,BATCH_808,Drops,2023-12-21,2024-02-05,1349.0,498.04,275768.21,23.0,161,690,13.44,467,2023-05-26,75,6,SUP_948,Refrigerated,low
MED_5780,Medicine_617,BATCH_165,Powders,2023-01-13,2024-07-05,1643.0,100.14,172886.57,82.0,574,2460,32.9,274,2023-01-28,225,8,SUP_963,Cool Dry,1
MED_3616,Medicine_601,BATCH_562,Injections,2023-09-03,2024-06-23,4429.0,45.44,1639099.13,32.0,224,960,8.11,214,2023-12-01,238,26,SUP_850,Cool Dry,NO
